symbol	GSM1301444	GSM1301445	GSM1301446	GSM1301447	GSM1301448	GSM1301449	GSM1301450	GSM1301451	GSM1301452	GSM1301453	GSM1301454	GSM1301455	GSM1301456	GSM1301457	GSM1301458	GSM1301459	GSM1301460	GSM1301461
1/2-SBSRNA4	8.354726	8.037513	7.649934	8.31985	7.73487	8.664712	8.3478365	8.161669	8.290336	8.616501	8.326393	7.996036	8.2420025	8.328048	7.9344482	7.9825277	8.185526	8.029206
A1BG	7.55690865	7.01633718611111	7.2379881	7.5599939	7.742211	8.0464245	8.0729914	7.2066311	8.1526585	7.9150491	7.29713275	7.30407475	8.5372805	7.22594676388889	7.0355951	7.30458639722222	7.65544235	8.30782335
A1BG-AS1	10.671913	9.31481	10.418825	10.5792566944444	9.131832	10.155253	9.717711	10.6479	10.3587111111111	9.741656	9.897636	10.323451	10.074376	10.298068	9.646249	9.379563	10.501866	10.158129
A1CF	3.5880044	3.27267325	3.31145295	4.66002845	3.28431235	3.79001155	3.3429352	3.77309855	3.01455605	3.69809405	5.1803127	4.0850342	5.57353495	6.04884865	3.33695294166667	3.4189115	3.3720144	3.61854465
A2LD1	9.219476	10.135557	9.784006	10.300201	11.401851	9.246712	11.416766	9.672658	10.331508	8.755324	8.638615	10.916496	10.267478	9.367702	9.675527	10.315993	9.2193165	9.158253
A2M	15.193541	14.880368	15.186511	15.728685	14.839991	16.124474	14.259328	16.07581	16.462767	15.382537	15.241452	15.581345	13.869714	14.962176	14.568162	15.247306	15.6863	16.375977
A2ML1	10.380303	11.451029	11.538571	10.555951	9.815323	10.46855	10.548371	10.286818	12.090087	9.439561	9.426	8.858995	10.590849	8.7918	9.833628	13.641497	9.80705522222222	11.402091
A4GALT	9.462114	9.727699	10.498734	8.775853	9.975229	9.8947935	9.335057	9.3889265	10.067534	9.016541	9.520964	9.827261	7.5105596	11.339437	10.671393	10.423859	9.469351	9.505733
A4GNT	6.403297	5.475507	4.56404033055556	4.672148	4.4263916	4.709432	3.5849724	4.8997464	4.400705	5.0573125	4.9362783	3.6898634	4.6332083	4.671766	4.1358695	4.063242	3.71089955	4.771858
AAAS	12.143509	11.94433	12.305443	12.048602	11.754282	12.059833	11.613568	12.00341	11.881126	12.036486	11.711422	11.530688	10.284447	11.457159	11.917255	11.265808	12.167005	11.886491
AACS	11.709291	11.18297	12.200107	11.446739	14.21552	11.391628	11.296133	11.276163	12.246972	12.684283	12.272255	11.04792	9.764991	11.6888843888889	11.533338	12.020963	11.1935685555556	12.38117
AADAC	8.763894	10.088973	6.6066155	10.0116818888889	6.9151626	7.7482843	7.577484	8.430956	6.112945	5.0446568	7.055205	10.052041	5.608446	10.8744643888889	6.6950107	8.087126	5.135143	5.9997354
AADACL2	6.0739594	7.9313416	4.683147	2.654839	2.6453137	2.7418997	3.546988	3.6289537	2.7180774	4.901912	2.6380572	2.6590614	2.6610756	2.7176158	2.65389847222222	2.641335	2.6303449	2.7837508
AADAT	7.1316338	8.768251	6.6859093	6.71963	5.990574	7.04735575	9.658007	7.564724	9.026579	8.492371	7.5680885	8.9826145	2.6311097	5.806492	10.314151	8.411587	7.79891846111111	8.816684
AAGAB	11.574869	14.205093	13.254838	13.845399	13.300268	13.2207825	13.234724	13.540113	13.538523	12.896847	13.799345	13.2152198333333	9.977413	13.257656	13.280305	13.311159	13.282265	13.430096
AAK1	6.82031516666667	6.8946498	7.11899153333333	7.12357553333333	7.44419453333333	7.28585162037037	6.38239826666667	6.6752595	6.3564203	5.50126056666667	6.2421453	6.28061873333333	7.67281123333333	6.91797948333333	6.3265035	6.48518266666667	6.64289266666667	6.90274546666667
AAMP	12.237041	12.976081	13.236546	12.1771	12.845824	12.495712	13.207352	12.747701	12.691277	13.036092	12.615141	12.627053	11.139738	12.8600235	13.115056	12.600587	13.08438	12.790786
AANAT	9.780321	9.33254	9.333316	9.496635	8.907593	9.856995	8.0752535	8.752956	8.39741327777778	8.395338	9.019488	8.17572	9.040463	8.337567	8.22288261111111	8.362131	8.677449	9.348944
AARS	11.436448	11.170749	11.606747	11.089748	11.586971	11.169259	11.2239685	10.875788	11.140427	10.538127	11.0013563333333	11.0076871111111	9.486296	11.421958	10.470121	10.2974905555556	10.922237	11.128653
AARS2	13.111732	13.446641	13.394396	12.692464	13.195433	12.474236	12.495712	13.02618	12.791192	12.812489	12.968908	12.870728	12.3231125	12.979314	13.106429	12.43279	13.205298	12.642159
AARSD1	8.46113735	8.3488268	8.2788165	8.0290095	8.30350569444444	8.3476257	8.7353597	8.16914725	8.7413063	9.204418	9.6654658	8.3630467	8.24607035	8.56692025	8.69215415	8.36634525	8.98301735	7.91326319444444
AASDH	7.636691	7.69171016666667	7.6217812	7.29611246666667	7.8639101	7.7090536	7.77134686666667	7.82484226296296	7.461984	7.87929523333333	7.82765333333333	7.83609276666667	7.57909923333333	7.87033986111111	7.92282272962963	7.62348567777778	7.66012603333333	7.63131933333333
AASDHPPT	12.2776913333333	12.4388107222222	11.743096	12.2539156666667	11.7074183333333	12.0460646666667	12.831667537037	11.9966666666667	11.6416046666667	11.741786	12.4087602222222	12.336671	11.8241836111111	11.8852756666667	11.6551993333333	11.9953823333333	11.6316652777778	11.9028786666667
AASS	8.161917	7.511757	6.31349	7.0580516	6.155699	7.404554	9.14382938888889	8.272822	7.8775644	8.974758	6.9720883	8.497447	7.005456	9.278956	8.22368	8.602222	9.63179	8.186418
AATF	13.596181	13.823226	13.808501	13.6246385	13.5992905	13.4828548333333	13.481615	13.3209255	13.23720475	13.9386495	13.5606975	13.5191421111111	13.2772095	13.54076925	13.4649355	13.1422055	13.5057675	13.1208945
AATK	8.089647	7.62572656666667	7.60843926666667	7.7021685	7.55188710925926	7.55136786666667	7.3290683	7.49420540555556	7.43533317222222	8.8049217037037	7.32538353333333	7.28451896666667	9.128495	7.67362362962963	7.32029972407407	7.2351526	7.8622847	7.66990972962963
ABAT	9.5358605	8.49177125	9.252405	9.401194	9.3603098	9.13388225	8.8192707	9.41582640277778	9.0728815	9.42477785	8.65129155555556	9.33510525	10.182325	9.88686665	9.21499538888889	8.6721143	8.90489365	9.37118331944444
ABCA1	8.64788033333333	7.7098015	8.5510171	8.69347943333333	9.21467547592593	8.17146833333333	8.6140784	8.46867593333333	9.69551066666667	7.65415363333333	7.81340013333333	8.88091959814815	11.9242736666667	9.52952666666667	9.33965266666667	9.31771333333333	9.61589766666667	8.714643
ABCA10	7.1065826	7.243479	7.504848	6.8972983	8.45366	8.144213	7.8859167	7.4942746	6.4983068	8.827996	7.6835566	7.294767	6.210259	7.1959147	7.390022	7.129797	7.0696316	6.9738545
ABCA11P	9.046443	9.116664	8.557961	8.648522	9.576176	8.532566	8.963028	8.625997	8.220451	10.430587	10.1392145	9.454832	7.7548013	9.390652	9.33254	8.4137745	9.31879011111111	8.261705
ABCA12	7.150089	7.1892223	10.1640215	7.7093277	6.4491115	11.555438	8.0576935	8.652381	11.027741	9.930759	6.282855	6.671503	5.5420895	7.705841	8.101754	10.7218	8.758618	9.237724
ABCA13	10.4580207777778	9.888787	10.81643	7.820654	13.488965	11.566003	14.1017685	10.9670315	8.834538	4.57782502777778	9.977044	12.5610804166667	7.206203	2.6461067	8.867991	9.815141	11.121927	11.1588335
ABCA2	9.4599905	9.114509	8.831557	10.243814	10.1138875555556	8.944422	8.065446	9.243243	8.71136616666667	10.130487	10.203079	9.076365	9.27341616666667	9.498827	10.638203	7.4998236	9.115188	9.521234
ABCA3	12.6087611111111	13.902512	14.080283	13.551467	12.706866	13.29693	12.182205	11.099765	14.193103	12.199821	12.016436	13.223057	8.591354	14.522345	14.272845	12.157845	11.425623	10.04685
ABCA4	5.8654566	5.273693	6.938738	4.916993	8.157654	7.9511075	4.8267603	6.703441	8.200765	5.7825875	6.551364	6.55541	2.7319374	6.5041304	7.4281545	6.696643	5.9675727	6.112465
ABCA5	11.4684915	11.03670275	11.3264744444444	11.3409955	11.9600665	11.75117725	12.270985	11.668705	10.993815	10.110441	11.63384	11.7606675	11.537217	11.481586	11.8156541527778	11.56598675	11.09000875	11.3043447777778
ABCA6	8.6060765	7.49769565	7.86789733055556	7.6560487	7.5020114	8.616443	8.608734	9.453529	8.4729305	7.867146	8.19273326388889	8.650291	7.0646386	8.30018425	7.61789155	8.829143	8.4393773	9.0844015
ABCA7	11.288676	11.342686	10.725524	11.183428	10.661309	10.749517	10.2903855555556	11.380749	10.447954	8.774341	10.704398	11.188574	11.133952	11.409731	11.209341	9.040035	10.86278	11.283176
ABCA8	4.036237	2.6224399	4.4191585	4.182946	2.6173584	6.1185064	4.4149833	5.9313207	2.7909732	2.714216	4.53015063888889	4.1731763	2.8773997	4.1795106	2.6352844	5.763931	5.428058	4.9796715
ABCA9	4.36297185	4.40600712777778	5.23017815	4.8149693	4.75068385	4.5998836	5.77124570833333	4.85595459722222	3.9334135	3.6971244	4.4782087	6.023561	2.76342718888889	5.7192482	4.16512705	5.735644	5.20613098888889	4.750699675
ABCB1	8.78369	8.343679	6.712301	8.933977	6.68369686666667	7.32938	6.807627	9.049803	7.616987	6.48448	7.8525066	8.681939	8.574082	8.552199	7.2248287	7.5081973	7.615163	8.465181
ABCB10	9.2820715	9.544185125	9.19271275	9.431907875	9.118908025	9.44648598611111	10.0310415	9.23248199305556	9.98578456944444	8.666777575	9.054816925	9.662657125	9.775145	9.14995125694444	9.194489275	9.09729794166667	8.76540301944445	8.966681575
ABCB11	4.8279357	6.187592	4.745941	5.110991	4.647199	3.5000226	4.3304744	4.1795106	3.4535785	3.7782276	4.6247215	4.179905	5.277514	3.1554523	4.355006	5.0741644	4.1652102	4.8184953
ABCB4	7.2490225	5.2243347	5.2541595	5.37589296111111	5.282623	2.6389453	6.836783	6.8484097	6.6529474	6.2491217	5.837225	6.89196	5.301609	6.551364	5.4231114	4.6332083	5.447555	5.688816
ABCB5	4.11709752777778	3.4076784	4.9719095	4.2440724	4.8188453	4.2975464	3.9110653	5.0051684	3.616342	4.4543076	3.7719915	4.598375	3.2385037	5.9371705	5.2686014	3.102053	5.824486	5.389242
ABCB6	10.863589	11.3219615	11.1157725	10.7537945	11.2940944166667	10.3408675	11.6596385	11.046164	11.4805955	12.4457435	11.7450525	11.2426375	10.021578	11.3488725	11.8093855	12.0844144444444	12.1129855	11.0480910694444
ABCB7	12.088644	12.218198	11.897204	11.96868	11.382832	12.000873	11.727922	12.374232	12.026999	11.8349495	11.9972474444444	12.378779	12.149848	12.233729	11.945946	11.74314	11.922399	12.051532
ABCB8	8.237634	8.514205	8.503631	8.498933	7.8394566	8.456532	7.620333	8.622114	8.60542	8.238891	8.157468	8.247739	7.784405	8.037702	7.9311085	8.3478365	8.340318	8.010174
ABCB9	5.98030125	7.16732625	7.22106951111111	6.203278	7.271678	8.84222265	6.7555917	5.9363985	6.2515505	7.401554	8.3223825	6.2199535	5.6618011	7.106052	7.0674443	6.8237305	6.72212645	6.6895418
ABCC1	9.754261	9.31529	10.532108	9.367702	9.924817	9.825959	10.32378	10.103153	9.979413	9.597462	9.043327	9.802865	9.839476	10.312321	10.297897	9.929513	10.020136	8.815537
ABCC10	10.399813	10.525627	10.181085	10.372613	12.1087952222222	10.130227	10.175541	10.184991	10.202622	9.85558	10.064692	10.19603	9.91372894444444	10.2144	9.612552	9.228097	9.847472	10.150629
ABCC11	2.7413435	4.142	5.003736	5.054489	4.067263	3.2389512	5.215108	4.5566587	4.4943285	2.7917936	3.808671	4.6355634	4.157605	4.941578	2.960396	5.2179604	4.2204	3.810382
ABCC12	3.0321994	3.2511985	3.7423334	3.3813837	3.4976702	3.6019378	2.897388	2.959024	3.51842696111111	4.03509341111111	3.292812	3.2250166	3.1333976	3.1790762	3.579258	3.1694717	2.8235846	2.9006991
ABCC13	3.08624523333333	2.73979558703704	3.07638124259259	3.30062126666667	2.81971804259259	3.88445871666667	4.8113602	3.2911	2.75672379074074	3.09016086666667	3.15320613333333	3.27065233333333	3.6876131	2.70396996666667	3.28140758518519	4.97499393333333	3.3767093	2.75967456666667
ABCC2	8.13283838888889	7.05328335	7.010509	7.698004	6.5178795	6.98995815	6.54707625	7.74046305833333	6.8660098	5.39381245	7.60473265	7.57442835	8.854101	7.666792	7.06852525	6.71069405	6.9969215	7.53473985
ABCC3	10.652582	9.906686	10.498934	10.800524	9.735311	9.675845	10.476268	11.330653	11.573052	9.822287	10.341189	11.5097615	11.3339413333333	11.088785	10.559667	9.973378	11.142282	11.215095
ABCC4	5.35079741574074	5.84798256666667	6.85739258333333	5.15390563333333	7.74039623333333	6.25316313333333	7.01037966666667	5.69140726666667	5.91754410555556	6.15225413333333	5.50044543333333	6.62847972222222	5.10305944444444	7.20447716666667	6.91584586666667	6.3977667462963	6.178816	5.80089953333333
ABCC5	10.00274925	10.322167	10.1254075	9.58507815	12.7715395	10.5381065	12.519426	11.28562	9.665403	10.4754725	10.1297225	10.8460498055556	8.846918	9.7403705	10.0891735	10.1846135	10.3215218	10.22083
ABCC6	8.27196773333333	7.7238847	7.94698013333333	7.91352933333333	7.63655383333333	8.781284	6.63304513333333	6.9553406	6.82187366666667	6.7388527	8.19596863333333	7.35153003333333	8.15242309259259	6.49552596666667	5.48981166666667	6.4065035	7.32666196666667	7.47388117407407
ABCC8	6.8795877	6.518376	6.32435	6.448219	6.260413	6.992248	5.632126	6.4116383	5.689168	8.891213	7.209892	5.171452	6.4530306	5.5706334	5.340635	5.3941107	6.014195	6.1101117
ABCC9	3.8423661	4.064891	4.53145166666667	4.19877966666667	4.0745005	5.65490176481481	3.7246705	4.93447166666667	6.2688707	4.6090703	5.02292863333333	5.34217923333333	3.1622521	3.0295344	4.73191323333333	6.4835134	5.93852233333333	5.16444777037037
ABCD1	9.242727	8.853679	9.298192	9.252704	8.981292	9.248632	8.81510055555555	9.061068	8.9742985	8.25516	8.374895	8.991818	10.642668	9.35970505555555	8.775351	8.278585	9.208973	9.353233
ABCD2	7.722354	6.496645	5.784811	8.2276535	6.3636513	7.552518	6.969279	7.0728726	5.45857	4.1294384	6.5523825	7.5486403	8.624235	7.8010592	6.531238	4.7180047	6.6609254	8.097606
ABCD3	8.75726835	7.58671265	8.7070123	8.44249358333333	8.40027725	8.3961148	9.13723915	8.1545442	8.4565945	8.684541	9.68657427777778	8.64935563055556	8.32167925	8.1902545	10.3944534444444	10.224213	8.3595833	8.70697575
ABCD4	12.193417	11.576735	12.546579	11.982612	11.9669485	11.769507	11.628072	12.433758	12.094673	11.7632103888889	11.745258	11.867077	12.208881	12.238459	11.7305604722222	11.906023	11.917553	12.288202
ABCE1	10.50077	11.5608245	11.4457675	10.8759825	11.143209	10.384091	10.6986052777778	10.654365	10.4622995	11.23831975	11.00497625	10.9138795	9.8335115	10.8635455	10.8056365	11.0841445	10.71628175	10.7295245
ABCF1	13.155389	13.103134	13.37592	12.797717	13.886958	12.875989	12.868822	13.254838	13.121508	13.214019	13.333206	13.203197	13.084706	12.889917	13.237807	12.854526	13.486764	13.108459
ABCF2	10.131537	10.657191	10.7712885	10.20331325	10.5875685	9.8076915	10.2502545	10.3090095	10.3004855	10.9775755	10.3235765	10.325146	9.10788525	10.421968	10.24128225	10.395511	10.4429945	10.1744945
ABCF3	13.1092562777778	12.9243970555556	12.8921184722222	12.911432	13.184274	12.726102	12.710172	13.2585443888889	12.747701	12.6105995	12.712581	12.719203	12.400993	12.791192	12.61657	12.492061	12.896312	13.446047
ABCG1	12.0512905	10.703436	10.596483	12.090778	11.1983795	11.4236108333333	11.372284	11.255019	12.266908	10.750006	11.394509	11.712324	12.698392	12.539215	11.1933825	11.398176	11.584397	11.282585
ABCG2	10.041569	10.3289165555556	7.99385730555556	9.243925	7.7756867	8.855694	8.191856	10.144304	9.534865	8.270796	8.980863	10.931583	9.05930372222222	9.288587	7.657906	9.234208	8.353859	7.8671575
ABCG4	4.2806964	4.275711	4.77919904444444	3.06056611111111	4.2440724	5.917852	5.988511	3.4888895	8.67302	6.0231314	4.6413193	4.75196	4.5219355	2.6757193	6.356643	10.4122307222222	4.4574423	4.1562314
ABCG5	5.7011056	6.068493	5.7534094	5.365077	5.794975	6.345814	5.2904377	5.231191	5.2849207	5.2686014	5.736087	2.947146	6.00518	6.668939	5.0701528	4.848384	4.4191585	4.4898324
ABCG8	3.3864722	3.1568303	3.0871158	2.7878523	2.8842332	5.4359202	2.7767823	2.8200374	3.1530445	3.110715	2.8302436	2.9229426	2.8298168	3.0231156	2.8510983	2.8725762	3.065193	2.9650407
ABHD1	6.9259993	6.13125225	6.90700275	6.9406055	6.09448464444444	8.03547815	6.21565625	6.7608135	5.71306115	5.962773	7.33050025	6.30776925	7.2633783	6.29975165	5.62648585	6.0008978	6.2365985	7.0172115
ABHD10	7.98399893333333	7.74062624074074	7.41435833333333	7.60555477592593	8.08443096666667	7.32242156666667	8.7899811	7.79736583333333	7.14384545925926	8.0168185	7.40485333333333	7.79693856481481	7.32780826666667	7.6938338	7.68152704074074	7.2344906	7.44135626666667	7.5078389
ABHD11	10.9039378333333	11.9284701666667	12.087724	11.0601406666667	10.4081616666667	11.0444326666667	11.2097018333333	10.062432	11.6885826666667	10.534309	11.0738221666667	11.5989987592593	9.44075533333333	11.1134233333333	10.9910981296296	10.6687943333333	10.123528	10.23244
ABHD12	10.9815691388889	11.45519	11.1255412638889	11.0349135833333	11.5082805	10.64637	11.9443665	10.707049	11.0745072222222	11.4727145	11.816689	11.146857	11.1183071666667	11.015586	11.1019471111111	11.6420055	10.57231475	11.603661
ABHD12B	2.8859603	6.5642533	5.9276443	2.7600806	3.206147	4.0269184	5.307576	2.935508	4.817223	3.1482844	6.62875051111111	3.1333976	3.1790762	2.9934015	2.78362	2.99002368333333	2.8292627	3.12854536111111
ABHD13	7.99880888148148	7.84625486666667	8.11836747037037	7.88541023333333	9.09046822222222	7.28904443333333	8.6047319	8.19577966666667	8.00267093333333	8.4209821	7.92109047592593	8.19364526666667	9.42879222222222	8.485185	8.63911624444444	8.48118486666667	7.8523845	8.37983266666667
ABHD14A	11.910828	11.3781805	11.458551	11.618547	10.456772	11.785608	10.190976	11.668061	10.922705	10.253344	11.351481	11.218689	10.118979	11.510386	10.872998	10.358221	11.2932005	12.019125
ABHD14B	8.6678755	8.25356025	7.983328	8.82810785	7.5811423	8.45519403333333	7.2369975	8.63397688888889	7.93509715	7.59750485	8.287001	8.0662468	8.41955775	8.27204622222222	7.5506185	7.638536	7.9061128	8.3110305
ABHD15	10.4199921111111	9.912711	10.147302	10.197856	10.12047	9.907964	9.754031	10.4527106666667	10.025979	10.218261	9.710583	10.6631975	10.3987016666667	10.9067756111111	10.817736	9.140553	10.07651	10.422235
ABHD16A	9.5681715	9.734119	9.730009	9.44909	10.21417	9.368134	10.157605	9.84478	10.042036	10.107178	9.43139327777778	10.26858	10.172926	10.009355	10.182504	9.899039	10.24812	9.499291
ABHD16B	8.6887865	8.3832245	8.352267	8.211216	8.13929	9.02785530555556	7.928564	8.43649644444444	7.7379766	7.9392157	8.448067	7.9916	7.4338403	7.9311085	7.415578	7.02439083333333	8.080157	8.3094635
ABHD2	6.98862575222222	8.58306508444444	7.96853530666667	8.1825786	7.45626934	7.5039386	7.71942175111111	7.64797034222222	7.72522948	7.28193206888889	8.37669374	7.50529802888889	7.72082629222222	7.8164821	7.68594952	7.50100562	7.54334768	7.94863
ABHD3	10.976538	10.248639	10.202121	10.944838	10.543232	10.882166	10.339619	10.498734	9.8544655	10.81643	11.648064	10.922451	11.502435	11.173697	11.188574	9.879204	10.3973438333333	10.820655
ABHD4	10.926293	10.009355	10.718209	10.562532	10.237847	11.54771	9.50659	10.567636	10.570472	10.243615	9.854243	10.823217	10.886009	10.094584	9.458652	10.104052	10.178744	10.678022
ABHD5	10.743591	11.351481	11.2157135	11.100801	10.532731	11.536059	10.670934	10.425882	11.916929	10.2500511666667	10.636407	10.864588	12.852718	10.821979	10.375041	12.740091	11.176431	11.352691
ABHD6	10.971285	10.8302561666667	10.53628	10.972356	10.3887378888889	10.861652	10.639774	11.75121	11.201643	9.531758	11.063326	11.154332	11.433604	11.011119	10.372128	11.24603	10.33577	11.214019
ABHD8	8.380394	7.5458646	8.522145	7.7132707	9.010713	8.726109	8.7465515	7.6214876	7.65238116666667	8.472949	7.547166	7.9561696	7.7736135	8.422363	8.024761	7.2223377	8.464782	7.8824406
ABI1	12.28839	12.092324	11.90482375	12.3323875	12.1602285	11.9581265	12.0930575	12.144513	12.204807	11.745939	11.8933105	12.5928485	13.468998	12.48627425	12.156649	12.7095615	12.115546	12.3562105
ABI2	10.0247692638889	10.28142125	9.782087	10.326997	9.755	9.9580095	10.4428635	10.2428215	10.3574595	10.915195	10.0272542777778	10.418979	9.41864538888889	10.5038195	10.26362325	9.4225735	10.48181825	10.258069
ABI3	11.86062	11.167487	10.963591	11.998151	11.209073	11.88626	11.462402	11.7740426944444	11.686477	9.814626	11.030989	12.375634	11.965546	12.178878	10.890899	9.664595	11.612639	11.395713
ABI3BP	8.9623437	7.85926206666667	4.96592930555556	9.6203355	6.31351655	7.5632955	9.4046435	10.0512745	6.5077265	5.5914713	9.4003815	8.469075	5.5457828	9.06391285	9.817325	6.16491845	6.20957923611111	10.241371
ABL1	7.13361026	7.54683824	6.97210354	7.05653498	7.23271418	7.05565371666667	6.9754362	7.0892138	7.24802632	7.75429768	7.40858024	7.45868648	7.17363198	7.37884066	7.74037488	6.63982448	7.18037832	7.0655963
ABL2	8.13309066666667	8.48245716666667	8.4708155	8.28194083333333	8.25108143333333	8.70788553333333	8.68869633333333	8.28017816666667	8.92398516666667	8.4590788	8.5042115	8.38301066666667	11.071370412037	8.41155355555555	8.09160560740741	9.11226412962963	8.77709722962963	8.48809540740741
ABLIM1	15.057016	14.121688	13.695193	14.659333	14.3298416111111	14.000549	15.280555	15.032868	15.255775	15.375453	15.011267	14.629841	12.751653	14.8022005555556	14.4742775	16.017494	15.133325	14.4052305
ABLIM2	9.85125	10.42684	9.718158	9.886166	12.105702	10.614829	11.142282	9.750816	11.159242	10.32631	10.085741	10.974584	7.6688204	10.553495	10.5993	11.8704541666667	9.695784	9.252316
ABLIM3	6.4792905	6.7639835	6.62689565	6.11978315	5.9489975	7.86457325	6.7102652	7.63733615	10.033591	6.96261498333333	7.12471113888889	6.7108557	6.633533	6.70255465	5.5208451	10.941961	6.4431808	7.2442205
ABO	3.5349045	3.9076488	3.1973572	3.5343688	3.0753007	3.2455502	2.7604508	2.6771228	2.856625	2.8442485	2.7654908	2.727666	2.7886562	7.920492	2.7070816	2.8563879	3.0629067	2.6953351
ABP1	7.3318157	6.81208	8.754752	8.8046	7.45103616666667	7.900599	7.2456822	9.278956	7.9084444	5.5763035	7.1264963	7.649778	9.299599	6.273986	8.593584	8.65724	7.8882294	9.88592
ABR	14.545308	14.792611	14.606576	14.609267	15.442374	14.439144	14.922451	14.520682	14.9562435	14.641172	14.968786	14.852992	15.362536	14.643125	15.083519	14.982557	14.781674	14.50401
ABRA	2.598531	2.6356544	3.4489298	3.157187	3.683728	2.632196	2.62425	4.3309736	2.60070957222222	3.62070872222222	2.5964267	3.9726753	2.62425	4.7804666	3.72998705	2.6223214	4.0253973	2.690671
ABT1	9.491433	9.617263	9.376991	9.012135	10.094584	9.309389	9.497422	9.060339	8.996255	9.3394785	9.278956	9.409899	9.003275	9.309176	9.846089	9.335555	9.331547	9.011251
ABTB1	10.160224	9.29329	9.51139675	9.89856325	9.37704075	9.816852	9.51353794444444	10.107098	9.889224	9.1248955	9.74901083333333	9.596877	11.282843	9.6553445	9.3188505	9.2360425	9.698844	9.64179125
ABTB2	11.408732	12.014409	12.00697	11.510138	13.530707	12.151879	13.588628	11.723339	11.66101	10.557997	10.85908	13.182588	12.89041	12.609065	12.706395	12.516509	12.65481	11.170961
ACAA1	12.8504215	12.9710815	12.6754405	12.803991	12.228518	12.32096	12.3087515	12.7561085	12.9866242222222	12.093963	12.2859295	12.7528895	12.9351065	12.783015	12.3493505	13.45029	12.4957495	12.776664
ACAA2	11.724142	10.306156	11.37004	11.889695	11.229191	10.903076	11.500372	11.910028	12.050637	11.931116	11.23233	11.769801	12.540407	11.431776	10.20403	11.804945	11.508581	11.928128
ACACA	6.70121615	7.897231	7.5871415	6.619082	7.6814698	6.803769	7.08151265	6.62497735	7.5453193	7.8891555	6.62736275	5.9240367	5.66699035	7.19427585	6.317057	7.51366635	6.83794805	7.00212835
ACACB	5.750132	5.900735	6.1188126	6.39801813333333	5.9814568	6.3531175	5.912511	7.321001	7.193332	6.61389	5.9238505	6.756045	6.4213862	6.1651654	5.56264	5.727037	5.148487	6.208151
ACAD10	7.92086443333333	7.96133466666667	8.20661950925926	7.94663023333333	8.72100723703704	7.739052	8.32272077407407	7.96022533333333	8.17635143333333	8.18859833333333	7.4753750462963	7.83454733333333	7.88963033333333	8.38555656666667	8.09681313333333	7.79561616666667	8.5625698	7.7596219
ACAD11	10.1695328333333	9.049201	9.348944	9.88592	9.599485	9.37937	9.690121	9.847273	9.750016	9.897386	9.467716	9.485755	9.894411	9.796716	10.158783	9.3208065	9.650459	9.936785
ACAD8	9.53556325	9.6887325	9.2071355	9.59178	9.00708525	9.19266725	9.7172485	9.523869	9.5023135	9.1961105	9.52891633333333	9.5716805	9.4661785	10.1161135	9.3838605	9.9226935	9.798713	9.472835
ACAD9	12.274682	12.523433	12.71853	12.1659755	12.8792521111111	12.3249355	13.24178175	12.594678	12.3575525	12.5307285	12.2355555	12.18533	11.2895435	12.007659	12.236053	12.3440585	12.5692725	12.0298355
ACADL	3.0262766	3.3385475	3.9212399	2.797109	3.9352612	5.490274	5.6884785	3.0737517	3.5618548	3.327079	3.2903676	4.0230646	3.339464	4.607229	4.6194925	3.1417644	5.264719	3.2828054
ACADM	11.589922	10.92091	10.711068	10.948141	10.983496	10.825723	11.56044	11.320737	10.652872	11.5918455	11.009105	11.2771015	10.949028	11.260823	11.276607	10.903356	11.0161454444444	11.205685
ACADS	8.464782	8.41796822222222	9.108393	8.355796	9.655447	8.084043	9.062292	8.494682	7.95565434444444	7.333714	8.171703	9.14121	8.788867	8.363127	8.6821375	8.68028	8.599561	8.515838
ACADSB	10.4580853333333	9.65855366666667	10.1127723333333	8.95749066666667	9.89403433333333	9.38462933333333	9.32839466666667	8.68474816666667	8.16484666666667	11.8173543333333	9.07189966666667	9.47496033333333	8.95338083333333	9.54931033333333	8.48786366666667	8.89387000925926	11.7208	10.2760705555556
ACADVL	15.92265	15.530184	16.496367	15.742266	16.278631	16.002636	15.48401	15.896333	16.202993	15.915359	15.64507	16.12662	14.936361	15.13952	15.9134717777778	15.9722898888889	16.18004	15.748211
ACAN	7.4007607	7.3529763	8.57578	8.069604	9.625258	8.405594	6.576076	7.5910115	11.0074528888889	9.993935	7.7337904	6.191824	7.7994246	6.3952785	7.968783	10.291033	8.763467	7.3564262
ACAP1	10.5337065555556	9.29864875	9.9170385	10.209135	9.670967	10.7736475	8.8957345	10.2084995	9.25173605555555	8.171288	9.806875	9.6503055	9.961929	10.1197805	9.82123675	8.224444	9.65164490277778	10.540127
ACAP2	11.16930275	10.3767495	10.34660425	10.6634335	12.110645	11.403557	12.2853615	11.2093531944444	10.9782300833333	10.32033325	10.708376	11.06100325	12.347345	10.956469	11.129132	11.408106	10.7404475	10.6895565
ACAP3	7.89868481111111	7.9275185	8.688092775	7.54694896527778	7.82201457777778	7.477916975	6.73154335	7.6049065	8.04077505	7.83736295	7.78575272361111	7.541118625	7.47830795	7.40003055694444	8.131108	7.927102	7.463451875	7.793786325
ACAT1	11.8727545	11.7893945	11.18357825	11.491054	11.382096	11.576316	12.0369825	11.60597175	11.1901435	11.2086555	12.524839	12.054214	11.4087646666667	11.3117105	11.1466687361111	11.698618	11.358211	11.9028592638889
